2026-03-28 12:24:16 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h16m25s135ms845µs).
2026-03-28 23:53:44 [tomcat-handler-7] INFO  : Sending message to owner: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5
2026-03-28 23:53:44 [tomcat-handler-7] INFO  : End of message processing - session: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5 from: t1
2026-03-28 23:56:31 [tomcat-handler-8] INFO  : Session closing: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5 - reason: null
2026-03-28 23:58:39 [tomcat-handler-9] INFO  : New session connected: 824e16d8-107d-9b65-05fd-8549b255ae08, user: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : End of message processing - session: 824e16d8-107d-9b65-05fd-8549b255ae08 from: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : End of message processing - session: 824e16d8-107d-9b65-05fd-8549b255ae08 from: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-28 23:58:39 [tomcat-handler-10] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : End of message processing - session: 824e16d8-107d-9b65-05fd-8549b255ae08 from: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczODQyNCwiZXhwIjoxNzc0NzM5MzI0fQ.-_wxckd2OJmB7zW4OxiQbeHYlAF-zzIWG28KSQ4i7qkFC7J-nvb7TRLJPS2zePFn, Granted Authorities=[USER]]
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : Sending message to owner: 824e16d8-107d-9b65-05fd-8549b255ae08
2026-03-28 23:58:39 [tomcat-handler-10] INFO  : End of message processing - session: 824e16d8-107d-9b65-05fd-8549b255ae08 from: t1
